age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
39,Private,216436,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,28,United-States
8,Private,215895,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,26,United-States
53,Federal-gov,197325,HS-grad,15,Married-civ-spouse,,Husband,White,Female,0,0,51,United-States
43,Private,343646,Some-college,14,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States
12,Private,60981,HS-grad,4,Never-married,Adm-clerical,Husband,White,Female,0,0,36,United-States
30,Private,390368,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,Black,Male,0,0,34,United-States
46,State-gov,321247,Some-college,10,Widowed,Handlers-cleaners,Own-child,White,Female,0,0,26,United-States
49,Private,308955,Bachelors,10,Never-married,Adm-clerical,Husband,White,Male,0,0,34,United-States
34,Private,142287,Bachelors,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,4064,0,29,United-States
54,Private,223792,Prof-school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States
55,State-gov,207668,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,30,United-States
40,Private,153489,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,52,United-States
25,Self-emp-not-inc,319993,HS-grad,9,Never-married,Handlers-cleaners,Wife,White,Female,0,0,27,United-States
31,Private,212370,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,31,United-States
7,Private,240124,9th,14,Married-civ-spouse,Craft-repair,Unmarried,White,Male,7688,0,45,United-States
46,Self-emp-inc,308945,11th,9,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,46,United-States
54,Local-gov,31606,Bachelors,9,Never-married,Sales,Not-in-family,White,Female,0,0,26,United-States
40,,84409,Some-college,6,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,49,United-States
67,,149419,Some-college,4,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,2444,74,United-States
43,Private,180303,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,47,United-States
34,Private,274528,Some-college,14,Never-married,Sales,Own-child,White,Female,0,0,52,United-States
26,Private,187087,Some-college,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States
37,Private,37741,Some-college,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,47,United-States
26,Private,432376,11th,13,Never-married,Tech-support,Husband,White,Male,0,0,60,United-States
45,Private,114691,Some-college,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,51,United-States
14,Private,27305,11th,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States
24,Private,581071,HS-grad,10,Married-civ-spouse,,Own-child,White,Male,0,0,44,United-States
37,Private,311512,Some-college,10,Never-married,Other-service,Other-relative,White,Male,0,0,48,United-States
47,Private,418901,Bachelors,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,26,United-States
19,Federal-gov,136472,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Male,15024,0,55,United-States
47,,48413,7th-8th,10,Never-married,Craft-repair,Husband,White,Female,0,0,27,United-States
67,Private,109973,Bachelors,10,Never-married,Transport-moving,Husband,White,Male,0,0,56,United-States
39,Private,114591,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,41,United-States
26,Self-emp-not-inc,139647,Assoc-voc,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,51,United-States
56,Private,234859,Bachelors,9,Divorced,Adm-clerical,Husband,White,Female,0,0,54,United-States
42,Self-emp-not-inc,163278,HS-grad,10,Never-married,Transport-moving,Husband,White,Male,0,0,66,United-States
37,Private,230417,Masters,13,Divorced,Other-service,Not-in-family,White,Male,0,0,64,United-States
40,Private,177625,Prof-school,9,Never-married,Tech-support,Own-child,White,Male,0,0,41,United-States
58,Local-gov,207120,HS-grad,14,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,54,United-States
12,Private,257764,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,Black,Male,0,0,65,United-States
33,Private,198270,Prof-school,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States
51,Private,493862,Bachelors,11,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,43,United-States
35,Private,243872,Some-college,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,United-States
24,Private,198286,Assoc-voc,9,Never-married,Other-service,Husband,White,Female,0,0,39,United-States
37,,107477,Masters,9,Divorced,Sales,Other-relative,Black,Female,0,0,34,United-States
47,Self-emp-inc,140854,7th-8th,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,54,Jamaica
37,Private,74660,Some-college,10,Divorced,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,42,United-States
19,Private,159908,Prof-school,6,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,51,
55,Private,168211,HS-grad,12,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,47,United-States
44,Private,1085515,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,Mexico
32,Private,115932,Some-college,11,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,51,United-States
42,Private,129350,HS-grad,13,Divorced,Prof-specialty,Own-child,White,Male,0,0,42,United-States
54,Self-emp-inc,197875,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,44,England
61,Self-emp-inc,398019,HS-grad,9,Never-married,Other-service,Husband,White,Male,0,0,46,United-States
31,Self-emp-not-inc,173255,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,1902,57,United-States
15,Private,278581,Bachelors,10,Never-married,Exec-managerial,Wife,White,Female,4650,0,41,United-States
47,Private,193106,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States
43,Private,186473,7th-8th,13,Married-civ-spouse,Transport-moving,Unmarried,White,Female,0,0,52,United-States
44,Private,127493,11th,5,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,46,United-States
24,Private,60567,Bachelors,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,25,United-States
48,Private,124940,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,1977,61,United-States
52,Private,183000,11th,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,13,United-States
36,Private,150057,Some-college,9,Never-married,Other-service,Unmarried,White,Male,0,0,25,United-States
42,,145212,Some-college,9,Widowed,Adm-clerical,Other-relative,White,Male,0,0,27,United-States
47,Self-emp-inc,32528,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,0,0,69,United-States
49,Private,121548,Some-college,11,Divorced,Sales,Husband,White,Female,0,0,53,United-States
26,Private,183765,Some-college,9,Divorced,Sales,Own-child,White,Male,0,0,53,United-States
36,Private,39643,Some-college,9,Never-married,Other-service,Own-child,White,Female,7688,0,46,United-States
33,Private,213307,Bachelors,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States
25,Private,189749,7th-8th,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,1455,0,39,China
44,Local-gov,83471,HS-grad,9,Never-married,Tech-support,Husband,White,Male,0,0,28,United-States
35,Self-emp-inc,98975,HS-grad,4,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,33,United-States
30,Private,150429,HS-grad,9,Divorced,Exec-managerial,Husband,White,Male,4064,0,45,United-States
13,Private,195808,Bachelors,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,27,United-States
71,Private,224655,Assoc-voc,7,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,25,United-States
60,Self-emp-inc,91417,Some-college,9,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,51,India
24,Private,181557,Assoc-acdm,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33,United-States
26,,108293,10th,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,61,United-States
43,Private,185673,Some-college,6,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,57,United-States
66,Private,117789,Some-college,11,Never-married,Prof-specialty,Husband,White,Female,0,0,49,United-States
29,,170455,Masters,4,Married-civ-spouse,Other-service,Husband,White,Female,0,0,44,United-States
29,Private,257849,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,34,United-States
19,Private,102308,Some-college,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,53,United-States
50,Private,108435,HS-grad,9,Never-married,Adm-clerical,Wife,White,Female,0,0,43,United-States
50,Local-gov,122575,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,41,United-States
65,Private,169560,Bachelors,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,42,United-States
57,Private,45334,Bachelors,9,Never-married,Exec-managerial,Husband,White,Female,0,0,39,United-States
42,,317702,Assoc-voc,9,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
54,Private,199172,Bachelors,10,Never-married,Craft-repair,Husband,White,Male,0,0,26,United-States
40,Self-emp-not-inc,235909,Some-college,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,46,United-States
50,Self-emp-not-inc,153805,HS-grad,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,49,United-States
32,Private,348022,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,31,United-States
33,,322691,Prof-school,5,Widowed,Craft-repair,Husband,White,Male,0,0,19,United-States
56,Private,193524,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,47,United-States
45,Private,108082,Some-college,15,Married-civ-spouse,,Unmarried,White,Male,0,0,15,United-States
39,Private,169758,HS-grad,9,Never-married,Prof-specialty,Husband,White,Male,0,0,49,United-States
39,Private,179262,Assoc-acdm,12,Divorced,Exec-managerial,Wife,White,Female,0,0,39,United-States
31,Private,107762,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,41,United-States
20,Private,191324,HS-grad,12,Divorced,Adm-clerical,Other-relative,White,Male,0,0,37,United-States
19,Private,261278,Bachelors,14,Never-married,Other-service,Husband,Asian-Pac-Islander,Female,5178,0,63,United-States
52,Local-gov,49593,Some-college,6,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,27,United-States
51,Private,164775,Bachelors,10,Never-married,Handlers-cleaners,Husband,Black,Female,0,0,41,United-States
40,Private,365410,Some-college,3,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,7,
29,Private,53956,HS-grad,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
23,Self-emp-inc,344200,Some-college,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,39,United-States
18,Local-gov,177420,Assoc-voc,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,51,United-States
49,Private,635913,Doctorate,9,Married-civ-spouse,Tech-support,Husband,Black,Female,0,0,41,United-States
25,Private,189843,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,60,United-States
26,Private,32172,HS-grad,6,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,64,United-States
47,Self-emp-not-inc,26987,HS-grad,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
10,,155198,Bachelors,7,Divorced,Tech-support,Own-child,White,Male,0,2559,28,United-States
14,Private,195634,Bachelors,10,Divorced,Other-service,Own-child,White,Male,0,0,23,United-States
6,Self-emp-not-inc,156926,Bachelors,10,Divorced,Adm-clerical,Husband,White,Male,6849,0,42,United-States
43,Private,163826,5th-6th,10,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,Canada
38,Local-gov,342768,HS-grad,10,Never-married,Prof-specialty,Husband,White,Female,0,0,46,United-States
64,Private,86681,Bachelors,9,Never-married,Craft-repair,Own-child,White,Female,0,0,38,United-States
30,Private,117381,5th-6th,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,58,United-States
68,Private,212437,Some-college,5,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,70,United-States
47,Federal-gov,20469,10th,12,Married-civ-spouse,,Unmarried,White,Female,0,0,65,United-States
45,Private,189728,HS-grad,9,Married-spouse-absent,Adm-clerical,Wife,White,Male,0,0,28,United-States
37,Federal-gov,195565,Some-college,7,Widowed,Prof-specialty,Wife,White,Male,0,0,41,United-States
40,Self-emp-not-inc,659273,10th,15,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,42,United-States
33,,220187,Masters,9,Never-married,Craft-repair,Husband,White,Male,0,0,56,United-States
28,Private,252029,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,48,United-States
48,Private,141649,Masters,8,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,43,United-States
58,Private,49996,Some-college,8,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,34,United-States
32,Self-emp-not-inc,175943,Assoc-voc,14,Never-married,Machine-op-inspct,Husband,White,Male,0,0,57,Ireland
37,Self-emp-inc,580591,Bachelors,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States
52,Private,278763,HS-grad,10,Never-married,Sales,Own-child,White,Female,0,0,36,United-States
29,Private,55314,Masters,11,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States
45,,115618,Bachelors,14,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,47,United-States
38,Private,175409,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,26,United-States
51,Private,245948,Bachelors,13,Separated,Tech-support,Husband,White,Male,0,0,11,United-States
26,Private,151504,Masters,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,56,United-States
40,Private,240323,11th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,64,United-States
52,Local-gov,292883,Some-college,5,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,20,United-States
35,Private,219441,HS-grad,10,Widowed,Sales,Own-child,Black,Male,0,0,39,United-States
46,Private,24529,Assoc-acdm,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States
61,Private,158702,11th,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States
31,Private,213140,10th,10,Never-married,Exec-managerial,Husband,White,Male,0,0,34,United-States
4,Private,172748,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,54,United-States
26,Private,176012,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,31,
31,Private,250745,Assoc-voc,10,Never-married,Prof-specialty,Husband,White,Male,0,0,41,United-States
43,Private,256367,1st-4th,7,Never-married,Prof-specialty,Husband,White,Female,0,2444,44,United-States
30,Private,194141,Prof-school,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,29,United-States
29,Self-emp-not-inc,148475,11th,10,Divorced,Adm-clerical,Husband,Black,Male,0,0,48,United-States
28,Local-gov,148577,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,41,United-States
55,Private,114059,HS-grad,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,3103,0,49,India
54,Local-gov,87510,HS-grad,9,Never-married,Farming-fishing,Own-child,Other,Female,0,0,43,Canada
52,Private,206927,HS-grad,10,Divorced,Transport-moving,Husband,White,Male,0,0,31,Mexico
31,State-gov,173998,HS-grad,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,14084,0,38,United-States
39,Local-gov,51100,Some-college,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,49,France
46,Private,167309,Prof-school,9,Separated,Other-service,Not-in-family,White,Female,0,0,39,England
68,Private,73411,HS-grad,12,Never-married,Transport-moving,Husband,White,Male,0,0,23,United-States
43,Private,292592,Bachelors,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States
34,Self-emp-not-inc,220789,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,57,United-States
40,Self-emp-not-inc,166889,Bachelors,10,Never-married,Farming-fishing,Husband,White,Female,0,0,45,United-States
42,Private,428299,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,White,Female,9562,0,36,Mexico
56,State-gov,230685,Some-college,7,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,32,United-States
43,Private,182714,Prof-school,10,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,50,United-States
59,Private,194901,HS-grad,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,18,United-States
28,State-gov,171069,Masters,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,14,United-States
50,Private,163167,Some-college,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
51,,238605,Prof-school,9,Divorced,Sales,Husband,White,Male,0,0,21,United-States
36,Federal-gov,341187,Assoc-acdm,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,59,United-States
53,Local-gov,447554,HS-grad,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,13,United-States
54,Private,305834,Bachelors,10,Divorced,,Unmarried,White,Female,0,0,55,United-States
41,Local-gov,327902,Some-college,9,Never-married,Craft-repair,Husband,White,Male,0,0,27,United-States
50,Self-emp-not-inc,214881,HS-grad,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States
40,,152617,HS-grad,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,Taiwan
